name,latitude,longitude,review_count,rating,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,verified,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,Website_known,Phone_known,main_category,geo_cluster
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,-0.11488665387987929,0.9120649282801067,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,-0.11488665387987929,0.9120649282801067,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,-0.11488665387987929,0.9120649282801067,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
The New York Doctor,25.2339847,55.3182372,-0.13271392761028408,1.0611465350493527,Closed,10 AM-7 PM,10 AM-7 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Humeira Badsha HBG Medical Center Dubai,25.2339847,55.3182372,-0.11635478230473616,0.464820107972366,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
HBG MEDICAL CENTER,25.2339847,55.3182372,-0.13585991709212025,-0.13150631910461932,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Dr. Ahmed Alwaidh,25.2339847,55.3182372,-0.1373280455169771,1.0611465350493527,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dental,0
Baker-Kehoe Realty LLC,43.9994683,-84.4861574,-0.13565018445999782,0.31573850120312,8 AM-5 PM,Closed,Closed,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,5
Al Tawakkul Pharmacy,25.2873818,55.3618618,-0.13585991709212025,1.0611465350493527,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Pharmacy,0
Parkhaus Steigenberger,50.1105131,8.6766483,-0.1371183128848547,-0.4296695326431127,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,2
Box and Basket Fried Chicken Restaurant,25.3017442,55.3714284,-0.12705114654297903,-0.727832746181606,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Pearl Coast Cafeteria,25.2965058,55.6358686,-0.13774751078122194,1.0611465350493527,5-11 AM,5 AM-11 PM,5 AM-11 PM,5 AM-11 PM,5 AM-11 PM,5 AM-11 PM,5 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Rabobank,52.0971918,5.215265,-0.13565018445999782,-2.3677304206433174,10 AM-5 PM,Closed,Closed,Open 24 hours,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,True,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Bank,1
السفارة الأثيوبية,25.2915235,55.3307964,-0.13355285813877374,-2.6658936341818107,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
"Freelance Accounting, Book keeping & VAT/Corporate Tax Services Firm",25.1712337,55.4041721,-0.13585991709212025,1.0611465350493527,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Service,0
Roxxy Club,25.2628418,55.2965757,-0.12684141391085663,0.9120649282801067,6 PM-3 AM,6 PM-3 AM,6 PM-3 AM,6 PM-3 AM,6 PM-3 AM,6 PM-3 AM,6 PM-3 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Jasi hardware store and electrical trading,25.2386166,55.3097318,-0.13669884762060988,0.017575287664626682,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Six Flags Hurricane Harbor Splashtown,30.0710065,-95.4328982,0.9249677361830272,-0.13150631910461932,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,5
Shades State Park,39.9294972,-87.0724669,0.224251012262057,0.7629833215108593,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,5
KFC,25.2691501,55.3064276,0.22152448804446567,-0.727832746181606,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Restaurant,0
RAKBANK ATM - Emirates India Intl Exchange Sajaa Sharjah,25.3016859,55.6303569,-0.13124579918542723,0.16665689443387402,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Other,0
Shoe Dept. Encore,36.1724601,-115.1976466,-0.09978590436706579,-0.28058792587386666,10 AM-8 PM,10 AM-8 PM,12-6 PM,11 AM-7 PM,11 AM-7 PM,11 AM-7 PM,11 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,3
Bicycle Store,17.4937053,78.40293,-0.1371183128848547,-0.4296695326431127,9:30 AM-8:30 PM,9:30 AM-8:30 PM,9:30 AM-8:30 PM,9:30 AM-8:30 PM,9:30 AM-8:30 PM,9:30 AM-8:30 PM,9:30 AM-8:30 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,0
Nest Hotels Management GmbH,50.1124174,8.6668741,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,2
Park,25.1613182,55.268172,-0.13774751078122194,1.0611465350493527,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Park,0
Vet in Town Veterinary Clinic,25.0288611,55.1797956,-0.1329236602424065,1.0611465350493527,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Kingdom Destinations,34.1046147,-83.6983092,-0.13669884762060988,1.0611465350493527,9 AM-6 PM,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,5
Baqala Thareequl Milyoon L.L.C,23.6567875,53.724352,-0.1375377781490995,1.0611465350493527,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
The Best Travel Agency in Dubai,25.2737168,55.3100724,-0.13774751078122194,1.0611465350493527,Closed,10 AM-4 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
EPPCO | 90 | Al Mankhool Rd,25.2498336,55.2876697,-0.12977767076057037,-1.6223223867970846,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
EPPCO | 90 | Al Mankhool Rd,25.2498336,55.2876697,-0.12977767076057037,-1.6223223867970846,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
EPPCO | 90 | Al Mankhool Rd,25.2498336,55.2876697,-0.12977767076057037,-1.6223223867970846,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
EPPCO | 90 | Al Mankhool Rd,25.2498336,55.2876697,-0.12977767076057037,-1.6223223867970846,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
Parking lot,25.1963778,55.2623624,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
"ATM, Dubai Islamic Bank (DIB) | Lulu Hypermarket, Sharjah",25.3048067,55.4497509,-0.1375377781490995,0.31573850120312,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Al Waladein Masjid,25.2886917,55.3551519,-0.1150963865120017,0.9120649282801067,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Other,0
RAKBANK ATM - Index Exchange Al Sajaa Sharjah,25.3257966,55.6368503,-0.13124579918542723,0.16665689443387402,7:30 AM-3:30 PM,9 AM-10 PM,9 AM-10 PM,9 AM-10 PM,9 AM-10 PM,9 AM-10 PM,9 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Oikocredit,52.1514705,5.3789826,-0.13690858025273228,0.7629833215108593,9 AM-5 PM,Closed,Closed,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,1
VKC (Van Keulen cichlid),52.0821598,5.413886,-0.0867824811754764,0.9120649282801067,9 AM-5:30 PM,9 AM-5 PM,Closed,Closed,Closed,1-5:30 PM,9 AM-5:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,1
Ibrahim Abdulla Furniture LLC,25.288444,55.387241,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Swish Edinburgh,55.9487147,-3.1939346,-0.12495382022175494,-0.4296695326431127,10 AM-5 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
زين لتأجير السياراتzin car rental,25.2016031,55.3169596,-0.13774751078122194,1.0611465350493527,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Service,0
McCarthy's Liquor Store,52.3757055,4.9008907,-0.12747061180722385,-1.1750775664893454,12-10 PM,12-10 PM,12-10 PM,12-10 PM,12-10 PM,12-10 PM,12-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
Rèvin Wijnen,52.169074,5.348885,-0.1371183128848547,1.0611465350493527,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,1
Shahad beauty salon,25.397316,55.5038687,-0.13418205603514097,0.017575287664626682,1-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
Ahmad Hamry Laundry,25.2998,55.370056,-0.1350209865636306,-0.5787511394123593,1:30-11:50 PM,8 AM-11:50 PM,1:30-11:50 PM,8 AM-11:50 PM,8 AM-11:50 PM,8 AM-11:50 PM,8 AM-11:50 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Bustan Alsawat Restaurant,23.6594703,53.7289052,-0.1373280455169771,1.0611465350493527,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Enterprise Rent-A-Car,40.3393151,-76.45810589999999,-0.06643841585960268,0.16665689443387402,8 AM-5:30 PM,9 AM-12 PM,10 AM-1 PM,8 AM-5:30 PM,8 AM-5:30 PM,8 AM-5:30 PM,8 AM-5:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,4
Mermaids of Arabia,25.1987531,55.2796295,-0.05364472530013569,0.7629833215108593,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,0
Butajira Restaurant ቡታጅራ ሬስቶራንት,25.3120035,55.3766396,-0.13565018445999782,-1.0259959597200987,9:30 AM-12 AM,9:30 AM-12 AM,9:30 AM-12 AM,9:30 AM-12 AM,9:30 AM-12 AM,9:30 AM-12 AM,9:30 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Table 3 Restaurant,25.272932,55.2981329,-0.053854457932258105,0.464820107972366,6 AM-2 AM,6 AM-2 AM,6 AM-2 AM,6 AM-2 AM,6 AM-2 AM,6 AM-2 AM,6 AM-2 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Al Sahari Bakery,25.310845,55.4557028,-0.13565018445999782,0.017575287664626682,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,0
